ts,dmg,ac,level,maxhp,hp_after,nearby
1786776951258,110,42,26,1494,1204,
1786776953260,97,42,26,1494,1157,
1786776954767,142,42,26,1494,1115,
1786776956774,110,42,26,1494,1105,
1786776958773,97,42,26,1494,1187,
1786776960273,137,42,26,1494,1100,
1786776962279,122,42,26,1494,1128,
1786776964279,139,42,26,1494,1139,
1786776965785,95,42,26,1494,1144,
1786776967784,120,42,26,1494,1174,
1786776969788,130,42,26,1494,1094,
1786776971285,115,42,26,1494,1079,
1786776973287,113,42,26,1494,1116,
1786776975290,96,42,26,1494,1170,
1786776977291,126,42,26,1494,1194,
1786776978793,132,42,26,1494,1112,
1786776980798,116,42,26,1494,1146,
1786776982797,120,42,26,1494,1105,
1786776984799,97,42,26,1494,1208,
1786776986299,102,42,26,1494,1156,
1786776988304,136,42,26,1494,1020,
1786776990305,139,42,26,1494,881,
1786777278656,23,42,26,1494,1471,
1786777280160,22,42,26,1494,1449,
1786777282160,25,42,26,1494,1424,
1786777284165,24,42,26,1494,1400,
1786777285664,25,42,26,1494,1375,
1786777287665,31,42,26,1494,1373,
1786777289666,33,42,26,1494,1340,
1786777291669,25,42,26,1494,1315,
1786777293170,24,42,26,1494,1291,
1786777295174,21,42,26,1494,1270,
1786777297182,27,42,26,1494,1243,
1786777299178,26,42,26,1494,1217,
1786777300679,22,42,26,1494,1195,
1786777302681,27,42,26,1494,1268,
1786777304683,21,42,26,1494,1347,
1786777306684,22,42,26,1494,1325,
1786777308190,33,42,26,1494,1292,
1786777310190,30,42,26,1494,1262,
1786777312193,23,42,26,1494,1268,
1786777313691,27,42,26,1494,1241,
1786777315693,28,42,26,1494,1213,
1786777317694,23,42,26,1494,1190,
1786777319200,32,42,26,1494,1208,
1786777321203,27,42,26,1494,1331,
1786777323210,27,42,26,1494,1304,
1786777325211,28,42,26,1494,1276,
1786777326707,27,42,26,1494,1249,
1786777330218,22,42,26,1494,1227,
1786778089084,22,32,26,1494,1472,
1786778091086,20,32,26,1494,1452,
1786778092588,21,32,26,1494,1431,
1786778094591,24,32,26,1494,1407,
1786778096590,28,32,26,1494,1408,
1786778098597,33,32,26,1494,1375,
1786778100098,29,32,26,1494,1346,
1786778102100,23,32,26,1494,1323,
1786778104105,24,32,26,1494,1299,
1786778105604,31,32,26,1494,1268,
1786778107606,24,32,26,1494,1244,
1786778109609,26,32,26,1494,1218,
1786778111109,30,32,26,1494,1188,
1786778113112,27,32,26,1494,1311,
1786778115111,30,32,26,1494,1331,
1786778117116,20,32,26,1494,1311,
1786778118616,31,32,26,1494,1280,
1786778120618,30,32,26,1494,1279,
1786778122621,30,32,26,1494,1249,
1786778124623,21,32,26,1494,1228,
1786778126124,25,32,26,1494,1203,
1786778128126,20,32,26,1494,1183,
1786778130127,22,32,26,1494,1261,
1786778131631,32,32,26,1494,1329,
1786778133632,20,32,26,1494,1309,
1786778135634,21,32,26,1494,1288,
1786778137634,31,32,26,1494,1257,
1786778139237,29,32,26,1494,1228,
1786778141238,29,32,26,1494,1199,
1786778142747,32,32,26,1494,1167,
1786778144752,28,32,26,1494,1289,
1786778146749,21,32,26,1494,1347,
1786778148749,28,32,26,1494,1319,
1786778150249,23,32,26,1494,1296,
1786778152251,29,32,26,1494,1267,
1786778154253,30,32,26,1494,1237,
1786778156254,26,32,26,1494,1211,
1786778157758,31,32,26,1494,1180,
1786778238851,32,32,26,1494,1435,
1786778240855,25,32,26,1494,1410,
1786778242860,22,32,26,1494,1388,
1786778244855,32,32,26,1494,1356,
1786778246353,25,32,26,1494,1360,
1786778248354,23,32,26,1494,1337,
1786778250357,33,32,26,1494,1304,
1786778252363,29,32,26,1494,1275,
1786778253868,32,32,26,1494,1243,
1786778255873,21,32,26,1494,1222,
1786778257873,31,32,26,1494,1191,
1786778259875,32,32,26,1494,1309,
1786778261374,29,32,26,1494,1330,
1786778263376,28,32,26,1494,1302,
1786778265376,32,32,26,1494,1270,
1786778266883,26,32,26,1494,1244,
1786778268885,20,32,26,1494,1224,
1786778270887,24,32,26,1494,1200,
1786778272383,27,32,26,1494,1202,
1786778274384,31,32,26,1494,1171,
1786778276386,27,32,26,1494,1244,
1786778277890,28,32,26,1494,1316,
1786778279904,31,32,26,1494,1285,
1786778281896,32,32,26,1494,1253,
1786778283895,28,32,26,1494,1225,
1786778285394,25,32,26,1494,1200,
1786778287398,22,32,26,1494,1178,
1786778289415,27,32,26,1494,1251,
1786778290911,33,32,26,1494,1318,
1786778292908,24,32,26,1494,1294,
1786778294913,21,32,26,1494,1273,
1786778296913,33,32,26,1494,1269,
1786778298916,25,32,26,1494,1244,
1786778300413,30,32,26,1494,1214,
1786778302416,32,32,26,1494,1182,
1786778304418,25,32,26,1494,1257,
1786778306419,28,32,26,1494,1329,
1786778308420,32,32,26,1494,1297,
1786778309924,24,32,26,1494,1273,
1786778311927,20,32,26,1494,1253,
1786778313928,28,32,26,1494,1225,
1786816156402,20,32,27,1550,1530,
1786816158403,24,32,27,1550,1506,
1786816160406,23,32,27,1550,1483,
1786816162407,24,32,27,1550,1459,
1786816163915,19,32,27,1550,1440,
1786816165917,22,32,27,1550,1418,
1786816167919,24,32,27,1550,1394,
1786816169921,25,32,27,1550,1369,
1786816171421,21,32,27,1550,1348,
1786816173424,20,32,27,1550,1328,
1786816175425,20,32,27,1550,1308,
1786816177428,28,32,27,1550,1280,
1786816178932,28,32,27,1550,1283,
1786816179937,25,32,27,1550,1258,
1786816180932,29,32,27,1550,1229,
1786816181434,23,32,27,1550,1206,
1786816182940,20,32,27,1550,1336,
1786816183432,29,32,27,1550,1357,
1786816184936,25,32,27,1550,1332,
1786816185433,23,32,27,1550,1309,
1786816186435,21,32,27,1550,1288,
1786816187436,26,32,27,1550,1262,
1786816188437,21,32,27,1550,1241,
1786816188940,21,32,27,1550,1220,
1786816190438,28,32,27,1550,1242,
1786816190940,29,32,27,1550,1263,
1786816191943,28,32,27,1550,1335,
1786816192441,25,32,27,1550,1310,
1786816193942,29,32,27,1550,1281,
1786816194442,30,32,27,1550,1251,
1786816195945,19,32,27,1550,1232,
1786816196444,22,32,27,1550,1210,
1786816197948,30,32,27,1550,1330,
1786816198446,24,32,27,1550,1356,
1786816199446,24,32,27,1550,1332,
1786816199949,28,32,27,1550,1304,
1786816201448,29,32,27,1550,1275,
1786816201952,22,32,27,1550,1253,
1786816203450,28,32,27,1550,1225,
1786816203956,29,32,27,1550,1227,
1786816204955,25,32,27,1550,1202,
1786816205452,31,32,27,1550,1221,
1786816206958,32,32,27,1550,1339,
1786816207452,26,32,27,1550,1313,
1786816208957,27,32,27,1550,1286,
1786816209456,29,32,27,1550,1257,
1786816210458,28,32,27,1550,1229,
1786816211458,30,32,27,1550,1249,
1786816212459,31,32,27,1550,1318,
1786816212961,31,32,27,1550,1337,
1786816214461,27,32,27,1550,1310,
1786816214963,19,32,27,1550,1291,
1786816216463,26,32,27,1550,1265,
1786816216965,20,32,27,1550,1245,
1786816217968,30,32,27,1550,1215,
1786816218968,19,32,27,1550,1196,
1786816219966,31,32,27,1550,1315,
1786816220465,25,32,27,1550,1340,
1786816221970,31,32,27,1550,1309,
1786816222471,31,32,27,1550,1278,
1786816223972,21,32,27,1550,1257,
1786816224471,30,26,27,1550,1227,
1786816226474,32,26,27,1550,1295,
1786816231978,28,26,27,1550,1398,
1786816231979,28,26,27,1550,1370,
1786816233980,31,26,27,1550,1339,
1786816233981,29,26,27,1550,1310,
1786816235481,27,26,27,1550,1283,
1786816235982,32,26,27,1550,1251,
1786816237483,30,26,27,1550,1221,
1786816237483,26,26,27,1550,1195,
1786816239485,27,26,27,1550,1318,
1786816239485,26,26,27,1550,1292,
1786816241487,30,26,27,1550,1312,
1786816241487,29,26,27,1550,1283,
1786816242988,27,26,27,1550,1256,
1786816242988,29,26,27,1550,1227,
1786816244990,22,26,27,1550,1305,
1786816244990,22,26,27,1550,1283,
1786816246992,27,26,27,1550,1356,
1786816246992,22,26,27,1550,1334,
1786816248492,29,26,27,1550,1305,
1786816248993,32,26,27,1550,1273,
1786816250496,31,26,27,1550,1242,
1786816250996,32,26,27,1550,1210,
1786816252496,21,26,27,1550,1289,
1786816252496,22,26,27,1550,1267,
1786816254498,22,26,27,1550,1376,
1786816254498,24,26,27,1550,1352,
1786816256000,31,26,27,1550,1321,
1786816256500,31,26,27,1550,1290,
1786816258001,25,26,27,1550,1265,
1786816258502,31,26,27,1550,1234,
1786816260002,28,26,27,1550,1256,
1786816260002,24,26,27,1550,1232,
1786816261504,25,26,27,1550,1357,
1786816262005,25,26,27,1550,1332,
1786816263506,29,26,27,1550,1303,
1786816264008,23,26,27,1550,1280,
1786816265508,21,26,27,1550,1259,
1786816266008,27,26,27,1550,1232,
1786816267009,21,26,27,1550,1261,
1786816267509,29,26,27,1550,1282,
1786816269010,20,26,27,1550,1362,
1786816269511,24,26,27,1550,1338,
1786816271014,26,26,27,1550,1312,
1786816271515,23,26,27,1550,1289,
1786816273015,27,26,27,1550,1262,
1786816273516,20,26,27,1550,1242,
1786816275017,20,26,27,1550,1222,
1786816275018,31,26,27,1550,1191,
1786816276520,23,26,27,1550,1268,
1786816277022,31,26,27,1550,1287,
1786816278523,32,26,27,1550,1305,
1786816279024,21,26,27,1550,1315,
1786816280526,23,26,27,1550,1292,
1786816281027,29,26,27,1550,1263,
1786816282527,25,26,27,1550,1238,
1786816282527,26,26,27,1550,1212,
1786816284528,20,26,27,1550,1292,
1786816284528,20,26,27,1550,1272,
1786816286030,22,26,27,1550,1350,
1786816286530,22,26,27,1550,1328,
1786816288038,22,26,27,1550,1456,
1786816288039,31,26,27,1550,1425,
1786816290039,20,26,27,1550,1405,
1786816290039,29,26,27,1550,1376,
1786816291541,24,26,27,1550,1352,
1786816292042,27,26,27,1550,1325,
1786816293543,26,26,27,1550,1299,
1786816517278,25,26,27,1550,1525,
1786816518778,25,26,27,1550,1500,
1786816520783,23,26,27,1550,1477,
1786816522784,20,26,27,1550,1457,
1786816524287,28,26,27,1550,1429,
1786816526288,20,26,27,1550,1409,
1786816526288,22,26,27,1550,1387,
1786816527788,22,26,27,1550,1365,
1786816528290,22,26,27,1550,1343,
1786816529793,20,26,27,1550,1323,
1786816530292,30,26,27,1550,1293,
1786816531907,29,26,27,1550,1295,
1786816531907,23,26,27,1550,1272,
1786816533507,19,26,27,1550,1253,
1786816533793,28,26,27,1550,1225,
1786816535296,24,26,27,1550,1251,
1786816535797,24,26,27,1550,1277,
1786816537299,29,26,27,1550,1348,
1786816537799,27,26,27,1550,1321,
1786816539302,22,26,27,1550,1299,
1786816539302,29,26,27,1550,1270,
1786816540802,31,26,27,1550,1239,
1786816541303,29,26,27,1550,1210,
1786816542809,26,26,27,1550,1284,
1786816543309,27,26,27,1550,1257,
1786816544810,25,26,27,1550,1232,
1786816545311,31,26,27,1550,1201,
1786816546311,21,26,27,1550,1180,
1786816546810,24,26,27,1550,1156,
1786816548315,22,26,27,1550,1184,
1786816548812,19,26,27,1550,1165,
1786816550319,25,26,27,1550,1340,
1786816550818,23,26,27,1550,1317,
1786816551818,31,26,27,1550,1286,
1786816552819,20,26,27,1550,1266,
1786816553820,31,26,27,1550,1235,
1786816554325,25,26,27,1550,1210,
1786816555823,26,26,27,1550,1334,
1786816556324,20,26,27,1550,1395,
1786816557824,29,26,27,1550,1366,
1786816558327,22,26,27,1550,1344,
1786816559329,27,26,27,1550,1317,
1786816559827,28,26,27,1550,1289,
1786816561328,31,26,27,1550,1258,
1786816561828,21,26,27,1550,1237,
1786816563329,24,26,27,1550,1313,
1786816563830,28,26,27,1550,1335,
1786816565332,25,26,27,1550,1360,
1786816565831,25,26,27,1550,1335,
1786816566831,23,26,27,1550,1312,
1786816567336,32,26,27,1550,1280,
1786816568833,23,26,27,1550,1257,
1786816569336,20,26,27,1550,1237,
1786816570835,25,26,27,1550,1262,
1786816571336,27,26,27,1550,1285,
1786816572837,25,26,27,1550,1360,
1786816573337,27,26,27,1550,1333,
1786816574339,30,26,27,1550,1303,
1786816574838,21,26,27,1550,1282,
1786816576343,20,26,27,1550,1262,
1786816576840,29,26,27,1550,1233,
1786816578345,25,26,27,1550,1308,
1786816578345,19,26,27,1550,1289,
1786816579845,21,26,27,1550,1368,
1786816580346,28,26,27,1550,1340,
1786816581847,25,26,27,1550,1346,
1786816582348,28,26,27,1550,1318,
1786816583848,28,26,27,1550,1290,
1786816584349,31,26,27,1550,1259,
1786816587351,20,26,27,1550,1239,
1786816589354,28,26,27,1550,1361,
1786816591360,25,26,27,1550,1386,
1786816593359,20,26,27,1550,1366,
1786816594859,27,26,27,1550,1339,
1786816596862,20,26,27,1550,1319,
1786816598862,21,26,27,1550,1298,
1786816600867,31,26,27,1550,1267,
1786816602868,26,26,27,1550,1241,
1786816604373,26,26,27,1550,1215,
1786816606377,29,26,27,1550,1367,
1786816608377,23,26,27,1550,1394,
1786816610378,21,26,27,1550,1373,
1786816611880,28,26,27,1550,1345,
1786816613882,19,26,27,1550,1326,
1786816615886,20,26,27,1550,1306,
1786816617888,28,26,27,1550,1278,
1786816619889,30,26,27,1550,1248,
1786816621392,31,26,27,1550,1217,
1786816623393,20,26,27,1550,1297,
1786816625396,24,26,27,1550,1373,
1786816627397,20,26,27,1550,1353,
1786816628901,31,26,27,1550,1322,
1786816630900,25,26,27,1550,1328,
1786816632901,22,26,27,1550,1306,
1786816634902,26,26,27,1550,1280,
1786816636417,26,26,27,1550,1254,
1786816638407,29,26,27,1550,1225,
1786816640406,23,26,27,1550,1352,
1786816642412,29,26,27,1550,1373,
1786816643914,26,26,27,1550,1347,
1786816661932,30,26,27,1550,1348,125
1786816663434,19,26,27,1550,1329,125
1786816664435,21,26,27,1550,1308,125
1786816665436,23,26,27,1550,1285,125
1786816666437,27,26,27,1550,1258,125
1786816667439,24,26,27,1550,1234,125
1786816668447,22,26,27,1550,1262,125
1786816669441,22,26,27,1550,1340,125
1786816670443,20,26,27,1550,1370,125
1786816671446,22,26,27,1550,1348,125
1786816671944,25,26,27,1550,1323,125
1786816672945,30,26,27,1550,1293,125
1786816673945,25,26,27,1550,1268,125
1786816674947,28,26,27,1550,1240,125
1786816675948,21,26,27,1550,1219,125
1786816676948,20,26,27,1550,1199,125
1786816677948,23,26,27,1550,1276,125
1786816678949,22,26,27,1550,1354,125
1786816679451,28,26,27,1550,1326,125
1786816680452,23,26,27,1550,1303,125
1786816681451,26,26,27,1550,1308,125
1786816682452,25,26,27,1550,1283,125
1786816683454,25,26,27,1550,1258,125
1786816684454,30,26,27,1550,1228,125
1786816685455,25,26,27,1550,1203,125
1786816685955,31,26,27,1550,1222,125
1786816686956,26,26,27,1550,1296,125
1786816687956,26,26,27,1550,1320,125
1786816688957,23,26,27,1550,1297,125
1786816689959,29,26,27,1550,1268,125
1786816690959,19,26,27,1550,1249,125
1786816691960,29,26,27,1550,1220,125
1786816692961,20,26,27,1550,1250,125
1786816693461,22,26,27,1550,1278,125
1786816694463,19,26,27,1550,1359,125
1786816695466,24,26,27,1550,1335,125
1786816696469,25,26,27,1550,1310,125
1786816697469,29,26,27,1550,1281,125
1786816698472,19,26,27,1550,1262,125
1786816698971,24,26,27,1550,1238,125
1786816700476,27,26,27,1550,1261,125
1786816700974,19,26,27,1550,1292,125
1786816701976,29,26,27,1550,1363,125
1786816702975,23,26,27,1550,1340,125
1786816703977,25,26,27,1550,1315,125
1786816704478,20,26,27,1550,1295,125
1786816705982,32,26,27,1550,1263,125
1786816706483,21,26,27,1550,1242,125
1786816706483,20,26,27,1550,1222,125
1786816707986,20,26,27,1550,1233,125
1786816708487,20,26,27,1550,1213,125
1786816708487,31,26,27,1550,1182,125
1786816709487,27,26,27,1550,1255,125
1786816709988,31,26,27,1550,1274,125
1786816710488,28,26,27,1550,1296,125
1786816711490,20,26,27,1550,1276,125
1786816711990,26,26,27,1550,1250,125
1786816711990,24,26,27,1550,1226,125
1786816713491,26,26,27,1550,1250,125
1786816713990,30,26,27,1550,1270,125
1786816713990,23,26,27,1550,1247,125
1786816714992,20,26,27,1550,1327,125
1786816715992,20,26,27,1550,1307,125
1786816715992,29,26,27,1550,1278,125
1786816716992,22,26,27,1550,1256,125
1786816717503,21,26,27,1550,1235,125
1786816717503,29,26,27,1550,1206,125
1786816718995,29,26,27,1550,1277,125
1786816719495,20,26,27,1550,1307,125
1786816719495,20,26,27,1550,1287,125
1786817123529,20,26,27,1550,1530,
1786817125531,19,26,27,1550,1511,
1786817127036,28,26,27,1550,1483,
1786817129035,26,26,27,1550,1457,
1786817131036,24,26,27,1550,1433,
1786817133039,23,26,27,1550,1410,
1786817134540,22,26,27,1550,1388,
1786817136547,27,26,27,1550,1392,
1786817138546,21,26,27,1550,1371,
1786817140549,20,26,27,1550,1351,
1786817142055,22,26,27,1550,1329,
1786817144058,20,26,27,1550,1309,
1786817146063,30,26,27,1550,1279,
1786817148060,28,26,27,1550,1251,
1786817149562,21,26,27,1550,1230,
1786817151564,23,26,27,1550,1307,
1786817153569,24,26,27,1550,1383,
1786817155070,20,26,27,1550,1363,
1786817157069,27,26,27,1550,1336,
1786817159073,20,26,27,1550,1316,
1786817160577,31,26,27,1550,1285,
1786817162576,22,26,27,1550,1294,
1786817164576,22,26,27,1550,1272,
1786817166580,22,26,27,1550,1250,
1786817168083,32,26,27,1550,1218,
1786817170082,24,26,27,1550,1344,
1786817172083,21,26,27,1550,1373,
1786817173589,28,26,27,1550,1345,
1786817175587,25,26,27,1550,1320,
1786817177589,20,26,27,1550,1300,
1786817179589,26,26,27,1550,1274,
1786817181092,23,26,27,1550,1251,
1786817183097,29,26,27,1550,1222,
1786817185097,19,26,27,1550,1353,
1786817186597,23,26,27,1550,1411,
1786817188599,30,26,27,1550,1381,
1786817190603,31,26,27,1550,1350,
1786817209619,20,26,27,1550,1330,
1786817303313,26,26,27,1550,1524,125
1786817305318,20,26,27,1550,1504,125
1786817307316,22,26,27,1550,1482,125
1786817307316,21,26,27,1550,1461,125
1786817309320,29,26,27,1550,1432,125
1786817309320,19,26,27,1550,1413,125
1786817310823,20,26,27,1550,1393,125
1786817311323,27,26,27,1550,1366,125
1786817312824,30,26,27,1550,1367,125
1786817312824,23,26,27,1550,1344,125
1786817314825,30,26,27,1550,1314,125
1786817314825,31,26,27,1550,1283,125
1786817316836,23,26,27,1550,1260,125
1786817316836,30,26,27,1550,1230,125
1786817318333,20,26,27,1550,1310,125
1786817318831,23,26,27,1550,1337,125
1786817320333,20,26,27,1550,1367,125
1786817320333,20,26,27,1550,1347,125
1786817322336,30,26,27,1550,1317,125
1786817322336,22,26,27,1550,1295,125
1786817324336,28,26,27,1550,1267,125
1786817324336,25,26,27,1550,1242,125
1786817325841,22,26,27,1550,1220,125
1786817326339,26,26,27,1550,1194,125
1786817327840,31,26,27,1550,1313,125
1786817327840,27,26,27,1550,1286,125
1786817329845,30,26,27,1550,1306,125
1786817334352,29,26,27,1550,1277,125
1786817336351,23,26,27,1550,1254,125
1786817336852,29,26,27,1550,1225,125
1786817337357,29,26,27,1550,1196,125
1786817337854,28,26,27,1550,1168,125
1786817338855,30,26,27,1550,1169,125
1786817339360,21,26,27,1550,1148,125
1786817339859,20,26,27,1550,1128,125
1786817340862,20,26,27,1550,1108,125
1786817340862,29,26,27,1550,1079,125
1786817341873,29,26,27,1550,1050,125
1786817342877,25,26,27,1550,1025,125
1786817344379,21,26,27,1550,1004,125
1786817355891,20,26,27,1550,1234,125
1786817357894,27,26,27,1550,1307,125
1786817359895,27,26,27,1550,1380,125
1786817361897,25,26,27,1550,1355,125
1786817363398,25,26,27,1550,1361,125
1786817363398,24,26,27,1550,1337,125
1786817365404,29,26,27,1550,1308,125
1786817365404,21,26,27,1550,1287,125
1786817367400,28,26,27,1550,1259,125
1786817367401,31,26,27,1550,1228,125
1786817368901,21,26,27,1550,1257,125
1786817369402,27,26,27,1550,1280,125
1786817370904,20,26,27,1550,1360,125
1786817370904,21,26,27,1550,1339,125
1786817372910,27,26,27,1550,1312,125
1786817372910,19,26,27,1550,1293,125
1786817374911,30,26,27,1550,1263,125
1786817374911,25,26,27,1550,1238,125
1786817376417,27,26,27,1550,1311,125
1786817376417,26,26,27,1550,1285,125
1786817378419,24,26,27,1550,1361,125
1786817378419,31,26,27,1550,1330,125
1786817380426,20,26,27,1550,1310,125
1786817380426,30,26,27,1550,1280,125
1786817382430,30,26,27,1550,1250,125
1786817382431,23,26,27,1550,1227,125
1786817383927,29,26,27,1550,1248,125
1786817384426,27,26,27,1550,1271,125
1786817385927,30,26,27,1550,1341,125
1786817385927,24,26,27,1550,1317,125
1786817387930,29,26,27,1550,1288,125
1786817387930,24,26,27,1550,1264,125
1786817389933,22,26,27,1550,1273,125
1786817389933,28,26,27,1550,1245,125
1786817391436,20,26,27,1550,1225,125
1786817391436,26,26,27,1550,1199,125
1786817393437,28,26,27,1550,1271,125
1786817393438,29,26,27,1550,1242,125
1786817395439,24,26,27,1550,1318,125
1786817395439,26,26,27,1550,1292,125
1786817396940,22,26,27,1550,1270,125
1786817397440,29,26,27,1550,1241,125
1786817398943,19,26,27,1550,1222,125
1786817398943,24,26,27,1550,1198,125
1786817400945,24,26,27,1550,1324,125
1786817400945,26,26,27,1550,1298,125
1786817402447,26,26,27,1550,1322,125
1786817402946,29,26,27,1550,1293,125
1786817404448,23,26,27,1550,1270,125
1786817404448,24,26,27,1550,1246,125
1786817406451,23,26,27,1550,1223,125
1786817406451,20,26,27,1550,1203,125
1786817407953,29,26,27,1550,1224,125
1786817408465,21,26,27,1550,1253,125
1786817409954,21,26,27,1550,1332,125
1786817410457,26,26,27,1550,1306,125
1786817411956,20,26,27,1550,1286,125
1786817411956,23,26,27,1550,1263,125
1786817413961,30,26,27,1550,1264,125
1786817413961,25,26,27,1550,1239,125
1786817415466,30,26,27,1550,1309,125
1786817415965,23,26,27,1550,1336,125
1786817417471,28,26,27,1550,1358,125
1786817417473,29,26,27,1550,1329,125
1786817419469,25,26,27,1550,1304,125
1786817419469,23,26,27,1550,1281,125
1786817421471,23,26,27,1550,1258,
1786817422971,19,26,27,1550,1239,
1786817424975,29,26,27,1550,1360,
1786817426974,30,26,27,1550,1380,
1786817428976,25,26,27,1550,1355,
1786817430479,19,26,27,1550,1336,
1786817432481,27,26,27,1550,1309,
1786817434481,22,26,27,1550,1287,
1786817435982,26,26,27,1550,1261,
1786817437983,20,26,27,1550,1241,
1786817439986,22,26,27,1550,1250,
1786817441985,27,26,27,1550,1223,
1786817443489,31,26,27,1550,1242,
1786817445490,23,26,27,1550,1369,
1786817447494,30,26,27,1550,1339,
1786817448992,22,26,27,1550,1317,
1786817450994,19,26,27,1550,1298,
1786817452997,22,26,27,1550,1276,
1786817454499,20,26,27,1550,1256,
1786817456498,27,26,27,1550,1229,
1786817458500,22,26,27,1550,1307,
1786817460001,31,26,27,1550,1376,
1786817462004,23,26,27,1550,1353,
1786817464004,20,26,27,1550,1364,
1786817465506,20,26,27,1550,1344,
1786817467516,32,26,27,1550,1312,
1786817469517,25,26,27,1550,1287,
1786817471521,26,26,27,1550,1261,
1786817473019,22,26,27,1550,1239,
1786817475020,31,26,27,1550,1358,
1786817477024,22,26,27,1550,1386,
1786817478528,25,26,27,1550,1361,
1786817480526,28,26,27,1550,1333,
1786817482529,19,26,27,1550,1314,
1786817484536,27,26,27,1550,1287,
1786818159806,47,26,27,1550,1503,
1786818161324,55,26,27,1550,1448,
1786818163379,45,26,27,1550,1403,
1786818165399,41,26,27,1550,1362,
1786818166914,55,26,27,1550,1307,
1786818169023,42,26,27,1550,1265,
1786818171049,38,26,27,1550,1227,
1786818172540,43,26,27,1550,1284,
1786818174055,32,26,27,1550,1383,
1786818174564,53,26,27,1550,1330,
1786818176567,23,26,27,1550,1307,
1786818184116,20,26,27,1550,1287,125
1786818185601,25,26,27,1550,1262,125
1786818187600,28,26,27,1550,1234,125
1786818189605,31,26,27,1550,1353,125
1786818191612,24,26,27,1550,1379,125
1786818193117,31,26,27,1550,1348,125
1786818195124,25,26,27,1550,1323,125
1786818196620,31,26,27,1550,1292,125
1786818198639,21,26,27,1550,1302,125
1786818200675,25,26,27,1550,1277,125
1786818202690,27,26,27,1550,1250,125
1786818204217,20,26,27,1550,1230,125
1786818206221,28,26,27,1550,1302,125
1786818207773,23,26,27,1550,1379,125
1786818210094,21,26,27,1550,1358,125
1786818211589,27,26,27,1550,1331,125
1786818213704,24,26,27,1550,1307,125
1786818215707,22,26,27,1550,1285,125
1786818217216,30,26,27,1550,1255,125
1786818219240,19,26,27,1550,1236,125
1786818221271,30,26,27,1550,1306,125
1786818222769,24,26,27,1550,1382,125
1786818224771,28,26,27,1550,1385,125
1786818226784,28,26,27,1550,1357,125
1786818228302,30,26,27,1550,1327,125
1786818230305,23,26,27,1550,1304,125
1786818232311,22,26,27,1550,1282,125
1786818234322,23,26,27,1550,1259,125
1786818235831,25,26,27,1550,1234,125
1786818237849,29,26,27,1550,1355,125
1786818239858,19,26,27,1550,1386,125
1786818241371,19,26,27,1550,1367,125
1786818244423,24,26,27,1550,1343,125
1786818247032,23,26,27,1550,1320,125
1786818249065,28,26,27,1550,1323,125
1786818250668,31,26,27,1550,1292,125
1786818254313,54,26,27,1550,1238,
1786818256342,38,26,27,1550,1350,
1786818257854,53,26,27,1550,1347,
1786818259866,61,26,27,1550,1286,
1786818261875,52,26,27,1550,1234,
1786818263409,58,26,27,1550,1276,
1786818265400,63,26,27,1550,1313,
1786818269409,49,26,27,1550,1264,
1786818270912,42,26,27,1550,1222,
1786818272916,56,26,27,1550,1316,
1786818274952,40,26,27,1550,1357,
1786818276421,40,26,27,1550,1317,
1786818278427,49,26,27,1550,1268,
1786818280467,55,26,27,1550,1213,
1786818282252,42,26,27,1550,1271,
1786818283991,42,26,27,1550,1329,
1786818286003,51,26,27,1550,1278,
1786818287522,39,26,27,1550,1239,
1786818289522,49,26,27,1550,1340,
1786818291528,50,26,27,1550,1340,
1786818293536,57,26,27,1550,1283,
1786818295579,60,26,27,1550,1223,
1786818297087,50,26,27,1550,1273,
1786818299090,48,26,27,1550,1325,
1786818301097,62,26,27,1550,1294,
1786818303097,54,26,27,1550,1240,
1786818305113,50,26,27,1550,1190,
1786818307121,60,26,27,1550,1280,
1786818309118,58,26,27,1550,1272,
1786818311236,49,26,27,1550,1223,
1786818313241,40,26,27,1550,1333,
1786818314737,54,26,27,1550,1329,
1786818316738,62,26,27,1550,1267,
1786818318744,50,26,27,1550,1217,
1786818320747,62,26,27,1550,1305,
1786818322753,61,26,27,1550,1294,
1786818324259,49,26,27,1550,1245,
1786818326289,30,26,27,1550,1246,
1786818328273,31,26,27,1550,1215,
1786818330289,28,26,27,1550,1337,
1786818331779,49,26,27,1550,1338,
1786818333782,21,26,27,1550,1317,
1786818335787,19,26,27,1550,1298,
1786818337790,25,26,27,1550,1273,
1786818339297,26,26,27,1550,1247,
1786818341296,20,26,27,1550,1427,
1786818343299,21,26,27,1550,1456,
1786818345307,25,26,27,1550,1431,
1786818346799,23,26,27,1550,1408,
1786819295678,26,26,27,1550,1524,
1786819296179,31,26,27,1550,1493,
1786819297680,22,26,27,1550,1471,
1786819297680,24,26,27,1550,1447,
1786819299683,26,26,27,1550,1421,
1786819299683,24,26,27,1550,1397,
1786819301188,28,26,27,1550,1369,
1786819301688,24,26,27,1550,1345,
1786819303191,23,26,27,1550,1322,
1786819303689,26,26,27,1550,1296,
1786819305191,28,26,27,1550,1268,
1786819305191,29,26,27,1550,1239,
1786819307195,26,26,27,1550,1313,
1786819307196,21,26,27,1550,1292,
1786819308694,29,26,27,1550,1363,
1786819309197,21,26,27,1550,1342,
1786819310697,31,26,27,1550,1311,
1786819310697,24,26,27,1550,1287,
1786819312700,26,26,27,1550,1292,
1786819312700,31,26,27,1550,1261,
