ts,eid,look,dmg,crit,mob_hp_after,mob_hp_before,level,might,grace,will,might_base,grace_base,will_base,dam,hit,ac
1785304817510,849745,,21,0,29,32,12,9,13,8,9,12,8,1,0,73
1785304819012,852477,,178,0,64,68,12,9,13,8,9,12,8,1,0,73
1785304819012,849745,,21,0,27,29,12,9,13,8,9,12,8,1,0,73
1785304819512,849745,,23,0,24,27,12,9,13,8,9,12,8,1,0,73
1785304821013,852477,,153,0,60,64,12,9,13,8,9,12,8,1,0,73
1785304821013,849745,,24,0,22,24,12,9,13,8,9,12,8,1,0,73
1785304823018,852477,,150,0,60,60,12,9,13,8,9,12,8,1,0,73
1785304825022,852477,,136,0,58,60,12,9,13,8,9,12,8,1,0,73
1785304825022,849745,,67,1,14,22,12,9,13,8,9,12,8,1,0,73
1785304825525,849745,,24,0,11,14,12,9,13,8,9,12,8,1,0,73
1785304826021,849745,,21,0,9,11,12,9,13,8,9,12,8,1,0,73
1785304826524,849745,,22,0,6,9,12,9,13,8,9,12,8,1,0,73
1785304827025,852477,,114,0,55,58,12,9,13,8,9,12,8,1,0,73
1785304827524,849745,,20,0,4,6,12,9,13,8,9,12,8,1,0,73
1785304829528,852477,,91,0,51,55,12,9,13,8,9,12,8,1,0,73
1785304830027,849745,,21,0,1,4,12,9,13,8,9,12,8,1,0,73
1785304831529,852477,,66,0,47,51,12,9,13,8,9,12,8,1,0,73
1785304833029,849745,,22,0,0,1,12,9,13,8,9,12,8,1,0,73
1785304833104,852477,,41,0,44,47,12,9,13,8,9,12,8,1,0,73
1785304835032,852477,,206,0,51,44,12,9,13,8,9,12,8,1,0,73
1785304835534,852477,,206,0,59,51,12,9,13,8,9,12,8,1,0,73
1785304836033,852477,,206,0,66,59,12,9,13,8,9,12,8,1,0,73
1785304836535,852477,,206,0,73,66,12,9,13,8,9,12,8,1,0,73
1785304837034,852477,,206,0,81,73,12,9,13,8,9,12,8,1,0,73
1785304837035,852477,,206,0,88,81,12,9,13,8,9,12,8,1,0,73
1785304928639,41358,519,40,0,95,,12,9,13,8,9,12,8,1,0,73
1785304929137,41358,519,45,0,91,95,12,9,13,8,9,12,8,1,0,73
1785304932138,41358,519,43,0,86,91,12,9,13,8,9,12,8,1,0,73
1785304933144,852477,,116,0,93,88,12,9,13,8,9,12,8,1,0,73
1785304933644,41358,519,21,0,84,86,12,9,13,8,9,12,8,1,0,73
1785304934143,41358,519,21,0,82,84,12,9,13,8,9,12,8,1,0,73
1785304935145,852477,,91,0,89,93,12,9,13,8,9,12,8,1,0,73
1785304935648,41358,519,20,0,80,82,12,9,13,8,9,12,8,1,0,73
1785304937146,852477,,77,0,87,89,12,9,13,8,9,12,8,1,0,73
1785304939147,852477,,53,0,84,87,12,9,13,8,9,12,8,1,0,73
1785304940150,41358,519,23,0,77,80,12,9,13,8,9,12,8,1,0,73
1785304941152,852477,,38,0,81,84,12,9,13,8,9,12,8,1,0,73
1785304941656,41358,519,21,0,75,77,12,9,13,8,9,12,8,1,0,73
1785304943152,41358,519,24,0,73,75,12,9,13,8,9,12,8,1,0,73
1785304943654,852477,,26,0,80,81,12,9,13,8,9,12,8,1,0,73
1785304945659,852477,,4,0,76,80,12,9,13,8,9,12,8,1,0,73
1785304946156,41358,519,22,0,70,73,12,9,13,8,9,12,8,1,0,73
1785304946659,41358,519,21,0,68,70,12,9,13,8,9,12,8,1,0,73
1785304947663,852477,,251,0,75,76,12,9,13,8,9,12,8,1,0,73
1785304948667,41358,519,24,0,66,68,12,9,13,8,9,12,8,1,0,73
1785304949667,852477,,226,0,71,75,12,9,13,8,9,12,8,1,0,73
1785304949667,41358,519,20,0,64,66,12,9,13,8,9,12,8,1,0,73
1785304951666,852477,,201,0,68,71,12,9,13,8,9,12,8,1,0,73
1785304952166,852477,,206,0,75,68,12,9,13,8,9,12,8,1,0,73
1785304953167,41358,519,21,0,61,64,12,9,13,8,9,12,8,1,0,73
1785304953670,852477,,232,0,72,75,12,9,13,8,9,12,8,1,0,73
1785304953670,852477,,206,0,80,72,12,9,13,8,9,12,8,1,0,73
1785304953671,41358,519,22,0,59,61,12,9,13,8,9,12,8,1,0,73
1785304954671,852477,,206,0,87,80,12,9,13,8,9,12,8,1,0,73
1785304955670,852477,,57,0,84,87,12,9,13,8,9,12,8,1,0,73
1785304955670,41358,519,20,0,57,59,12,9,13,8,9,12,8,1,0,73
1785304956170,41358,519,23,0,55,57,12,9,13,8,9,12,8,1,0,73
1785304957671,852477,,32,0,80,84,12,9,13,8,9,12,8,1,0,73
1785304957671,852477,,206,0,88,80,12,9,13,8,9,12,8,1,0,73
1785304959675,852477,,57,0,84,88,12,9,13,8,9,12,8,1,0,73
1785304960174,41358,519,20,0,53,55,12,9,13,8,9,12,8,1,0,73
1785304960674,41358,519,21,0,50,53,12,9,13,8,9,12,8,1,0,73
1785304961177,41358,519,22,0,48,50,12,9,13,8,9,12,8,1,0,73
1785304961679,852477,,33,0,81,84,12,9,13,8,9,12,8,1,0,73
1785304961679,41358,519,21,0,46,48,12,9,13,8,9,12,8,1,0,73
1785304962177,41358,519,21,0,44,46,12,9,13,8,9,12,8,1,0,73
1785304963176,41358,519,21,0,42,44,12,9,13,8,9,12,8,1,0,73
1785304963678,852477,,11,0,77,81,12,9,13,8,9,12,8,1,0,73
1785304964177,852477,,206,0,85,77,12,9,13,8,9,12,8,1,0,73
1785304964678,41358,519,22,0,39,42,12,9,13,8,9,12,8,1,0,73
1785304965179,41358,519,21,0,37,39,12,9,13,8,9,12,8,1,0,73
1785304966180,852477,,44,0,82,85,12,9,13,8,9,12,8,1,0,73
1785304966180,852477,,206,0,90,82,12,9,13,8,9,12,8,1,0,73
1785304968183,852477,,73,0,87,90,12,9,13,8,9,12,8,1,0,73
1785304968682,41358,519,24,0,35,37,12,9,13,8,9,12,8,1,0,73
1785304969684,41358,519,69,1,28,35,12,9,13,8,9,12,8,1,0,73
1785304970182,852477,,52,0,83,87,12,9,13,8,9,12,8,1,0,73
1785304970683,41358,519,22,0,25,28,12,9,13,8,9,12,8,1,0,73
1785304971684,41358,519,21,0,23,25,12,9,13,8,9,12,8,1,0,73
1785304972183,852477,,48,0,83,83,12,9,13,8,9,12,8,1,0,73
1785304973686,41358,519,24,0,21,23,12,9,13,8,9,12,8,1,0,73
1785304973686,852477,,206,0,90,83,12,9,13,8,9,12,8,1,0,73
1785304974185,852477,,75,0,87,90,12,9,13,8,9,12,8,1,0,73
1785304974688,41358,519,20,0,19,21,12,9,13,8,9,12,8,1,0,73
1785304975188,41358,519,22,0,16,19,12,9,13,8,9,12,8,1,0,73
1785304975689,41358,519,20,0,14,16,12,9,13,8,9,12,8,1,0,73
1785304976188,852477,,61,0,85,87,12,9,13,8,9,12,8,1,0,73
1785304976188,41358,519,21,0,12,14,12,9,13,8,9,12,8,1,0,73
1785304976689,41358,519,24,0,9,12,12,9,13,8,9,12,8,1,0,73
1785304978189,852477,,42,0,82,85,12,9,13,8,9,12,8,1,0,73
1785304978189,852477,,206,0,89,82,12,9,13,8,9,12,8,1,0,73
1785304980193,852477,,76,0,87,89,12,9,13,8,9,12,8,1,0,73
1785304980193,41358,519,21,0,7,9,12,9,13,8,9,12,8,1,0,73
1785304980692,41358,519,21,0,5,7,12,9,13,8,9,12,8,1,0,73
1785304981194,41358,519,21,0,3,5,12,9,13,8,9,12,8,1,0,73
1785304982193,852477,,57,0,84,87,12,9,13,8,9,12,8,1,0,73
1785304982695,41358,519,21,0,1,3,12,9,13,8,9,12,8,1,0,73
1785304984194,41358,519,21,0,0,1,12,9,13,8,9,12,8,1,0,73
1785304984273,852477,,38,0,81,84,12,9,13,8,9,12,8,1,0,73
1785304990201,852477,,206,0,89,81,12,9,13,8,9,12,8,1,0,73
1785304991201,852477,,206,0,96,89,12,9,13,8,9,12,8,1,0,73
1785304991703,852477,,206,0,100,96,12,9,13,8,9,12,8,1,0,73
1785304994706,41362,519,21,0,97,,12,9,13,8,9,12,8,1,0,73
1785304997710,41362,519,24,0,95,97,12,9,13,8,9,12,8,1,0,73
1785304998208,852477,,144,0,97,100,12,9,13,8,9,12,8,1,0,73
1785304998713,41362,519,20,0,93,95,12,9,13,8,9,12,8,1,0,73
1785304999220,41362,519,21,0,90,93,12,9,13,8,9,12,8,1,0,73
1785305000210,852477,,130,0,95,97,12,9,13,8,9,12,8,1,0,73
1785305001212,41362,519,21,0,88,90,12,9,13,8,9,12,8,1,0,73
1785305002213,852477,,105,0,91,95,12,9,13,8,9,12,8,1,0,73
1785305002716,41362,519,24,0,86,88,12,9,13,8,9,12,8,1,0,73
1785305003214,41362,519,21,0,83,86,12,9,13,8,9,12,8,1,0,73
1785305003717,41362,519,22,0,81,83,12,9,13,8,9,12,8,1,0,73
1785305004218,852477,,87,0,89,91,12,9,13,8,9,12,8,1,0,73
1785305004716,41362,519,20,0,79,81,12,9,13,8,9,12,8,1,0,73
1785305005718,41362,519,21,0,77,79,12,9,13,8,9,12,8,1,0,73
1785305006219,852477,,70,0,86,89,12,9,13,8,9,12,8,1,0,73
1785305007217,41362,519,21,0,75,77,12,9,13,8,9,12,8,1,0,73
1785305007720,41362,519,21,0,72,75,12,9,13,8,9,12,8,1,0,73
1785305008218,852477,,46,0,83,86,12,9,13,8,9,12,8,1,0,73
1785305008220,41362,519,24,0,70,72,12,9,13,8,9,12,8,1,0,73
1785305008721,41362,519,20,0,68,70,12,9,13,8,9,12,8,1,0,73
1785305009723,41362,519,24,0,65,68,12,9,13,8,9,12,8,1,0,73
1785305010219,852477,,32,0,80,83,12,9,13,8,9,12,8,1,0,73
1785305011727,41362,519,21,0,63,65,12,9,13,8,9,12,8,1,0,73
1785305012225,852477,,12,0,77,80,12,9,13,8,9,12,8,1,0,73
1785305014233,41362,519,21,0,61,63,12,9,13,8,9,12,8,1,0,73
1785305014734,852477,,255,0,76,77,12,9,13,8,9,12,8,1,0,73
1785305015735,41362,519,21,0,58,61,12,9,13,8,9,12,8,1,0,73
1785305016232,41362,519,21,0,56,58,12,9,13,8,9,12,8,1,0,73
1785305016733,852477,,243,0,74,76,12,9,13,8,9,12,8,1,0,73
1785305016733,41362,519,23,0,54,56,12,9,13,8,9,12,8,1,0,73
1785305017736,41362,519,21,0,52,54,12,9,13,8,9,12,8,1,0,73
1785305018737,852477,,225,0,71,74,12,9,13,8,9,12,8,1,0,73
1785305019735,41362,519,21,0,49,52,12,9,13,8,9,12,8,1,0,73
1785305020236,41362,519,23,0,47,49,12,9,13,8,9,12,8,1,0,73
1785305020738,852477,,206,0,68,71,12,9,13,8,9,12,8,1,0,73
1785305022236,852477,,206,0,78,68,12,9,13,8,9,12,8,1,0,73
1785305022740,852477,,249,0,75,78,12,9,13,8,9,12,8,1,0,73
1785305023238,852477,,206,0,82,75,12,9,13,8,9,12,8,1,0,73
1785305023746,852477,,206,0,90,82,12,9,13,8,9,12,8,1,0,73
1785305023746,852477,,206,0,97,90,12,9,13,8,9,12,8,1,0,73
1785305023747,852477,,206,0,100,97,12,9,13,8,9,12,8,1,0,73
1785305024741,852477,,139,0,96,100,12,9,13,8,9,12,8,1,0,73
1785305026746,852477,,126,0,94,96,12,9,13,8,9,12,8,1,0,73
1785305026746,41362,519,23,0,44,47,12,9,13,8,9,12,8,1,0,73
1785305027245,41362,519,20,0,42,44,12,9,13,8,9,12,8,1,0,73
1785305028246,41362,519,23,0,40,42,12,9,13,8,9,12,8,1,0,73
1785305028750,41362,519,21,0,38,40,12,9,13,8,9,12,8,1,0,73
1785305029247,852477,,101,0,91,94,12,9,13,8,9,12,8,1,0,73
1785305029749,41362,519,21,0,35,38,12,9,13,8,9,12,8,1,0,73
1785305030751,41362,519,20,0,33,35,12,9,13,8,9,12,8,1,0,73
1785305031249,852477,,82,0,88,91,12,9,13,8,9,12,8,1,0,73
1785305031752,41362,519,23,0,31,33,12,9,13,8,9,12,8,1,0,73
1785305032752,41362,519,21,0,29,31,12,9,13,8,9,12,8,1,0,73
1785305033251,852477,,67,0,86,88,12,9,13,8,9,12,8,1,0,73
1785305035252,852477,,54,0,84,86,12,9,13,8,9,12,8,1,0,73
1785305035252,41362,519,21,0,26,29,12,9,13,8,9,12,8,1,0,73
1785305035755,41362,519,20,0,24,26,12,9,13,8,9,12,8,1,0,73
1785305036755,41362,519,23,0,22,24,12,9,13,8,9,12,8,1,0,73
1785305037255,852477,,30,0,80,84,12,9,13,8,9,12,8,1,0,73
1785305038256,41362,519,22,0,20,22,12,9,13,8,9,12,8,1,0,73
1785305038761,852477,,206,0,88,80,12,9,13,8,9,12,8,1,0,73
1785305039258,852477,,58,0,84,88,12,9,13,8,9,12,8,1,0,73
1785305039258,852477,,206,0,92,84,12,9,13,8,9,12,8,1,0,73
1785305040759,41362,519,65,1,13,20,12,9,13,8,9,12,8,1,0,73
1785305041260,852477,,94,0,90,92,12,9,13,8,9,12,8,1,0,73
1785305041260,41362,519,24,0,10,13,12,9,13,8,9,12,8,1,0,73
1785305042763,41362,519,21,0,8,10,12,9,13,8,9,12,8,1,0,73
1785305043276,852477,,79,0,87,90,12,9,13,8,9,12,8,1,0,73
1785305044279,41362,519,60,1,2,8,12,9,13,8,9,12,8,1,0,73
1785305045779,852477,,57,0,84,87,12,9,13,8,9,12,8,1,0,73
1785305046280,41362,519,20,0,0,2,12,9,13,8,9,12,8,1,0,73
1785305046866,852477,,47,0,83,84,12,9,13,8,9,12,8,1,0,73
1785305094833,838475,185,31,0,0,,12,9,13,8,9,12,8,1,0,73
1785305096832,838478,185,30,0,0,,12,9,13,8,9,12,8,1,0,73
1785305096916,852477,,1,0,85,83,12,9,13,8,9,12,8,1,0,73
1785305097835,838481,185,26,0,0,,12,9,13,8,9,12,8,1,0,73
1785305099836,838474,185,29,0,0,,12,9,13,8,9,12,8,1,0,73
1785305102336,838482,185,31,0,0,,12,9,13,8,9,12,8,1,0,73
1785305103839,838783,185,27,0,0,,12,9,13,8,9,12,8,1,0,73
1785305106845,852477,,3,0,86,87,12,9,13,8,9,12,8,1,0,73
1785305106845,838477,185,26,0,0,,12,9,13,8,9,12,8,1,0,73
1785305107845,838784,185,29,0,0,,12,9,13,8,9,12,8,1,0,73
1785305108341,838479,185,31,0,0,,12,9,13,8,9,12,8,1,0,73
1785305109345,838782,185,29,0,0,,12,9,13,8,9,12,8,1,0,73
1785305112344,838707,185,27,0,0,,12,9,13,8,9,12,8,1,0,73
1785305112434,852477,,1,0,86,86,12,9,13,8,9,12,8,1,0,73
1785305113848,838476,185,30,0,0,,12,9,13,8,9,12,8,1,0,73
1785305118855,852477,,1,0,86,86,12,9,13,8,9,12,8,1,0,73
1785305119352,838483,185,31,0,0,,12,9,13,8,9,12,8,1,0,73
1785305119435,852477,,1,0,86,86,12,9,13,8,9,12,8,1,0,73
1785305121353,860674,185,29,0,0,,12,9,13,8,9,12,8,1,0,73
1785305121425,852477,,1,0,86,86,12,9,13,8,9,12,8,1,0,73
1785305122357,860678,185,26,0,0,,12,9,13,8,9,12,8,1,0,73
1785305123356,860671,185,93,1,0,,12,9,13,8,9,12,8,1,0,73
1785305124361,860675,185,27,0,0,,12,9,13,8,9,12,8,1,0,73
1785305125361,860676,185,28,0,0,,13,9,14,8,9,13,8,1,0,73
1785305741041,860673,185,56,0,0,,13,9,14,8,9,13,8,1,0,73
1785305745050,860724,185,29,0,0,,13,9,14,8,9,13,8,1,0,73
1785305746550,860725,185,27,0,0,,13,9,14,8,9,13,8,1,0,73
1785305751052,864389,185,29,0,0,,13,9,14,8,9,13,8,1,0,73
1785305752053,860815,185,26,0,0,,13,9,14,8,9,13,8,1,0,73
1785305753554,860817,185,26,0,0,,13,9,14,8,9,13,8,1,0,73
1785305755557,860818,185,31,0,0,,13,9,14,8,9,13,8,1,0,73
1785305757055,852477,,1,0,99,100,13,9,14,8,9,13,8,1,0,73
1785305758059,860679,185,30,0,0,,13,9,14,8,9,13,8,1,0,73
1785305759557,860677,185,29,0,0,,13,9,14,8,9,13,8,1,0,73
1785305761561,860726,185,26,0,0,,13,9,14,8,9,13,8,1,0,73
1785305762561,852477,,1,0,99,99,13,9,14,8,9,13,8,1,0,73
1785305762561,865455,185,26,0,0,,13,9,14,8,9,13,8,1,0,73
1785305762635,852477,,1,0,99,99,13,9,14,8,9,13,8,1,0,73
1785305764067,860672,185,78,1,0,,13,9,14,8,9,13,8,1,0,73
1785305764563,860816,185,29,0,0,,13,9,14,8,9,13,8,1,0,73
1785305765564,860727,185,90,1,0,,13,9,14,8,9,13,8,1,0,73
1785305765600,852477,,1,1,99,99,13,9,14,8,9,13,8,1,0,73
1785305766564,860729,185,29,0,0,,13,9,14,8,9,13,8,1,0,73
1785305766649,852477,,1,0,99,99,13,9,14,8,9,13,8,1,0,73
1785305769066,863527,185,29,0,0,,13,9,14,8,9,13,8,1,0,73
1785305771067,865456,185,30,0,0,,13,9,14,8,9,13,8,1,0,73
1785305772069,852477,,1,0,99,99,13,9,14,8,9,13,8,1,0,73
1785305772069,865453,185,31,0,0,,13,9,14,8,9,13,8,1,0,73
1785305778076,860728,185,27,0,0,,13,9,14,8,9,13,8,1,0,73
1785305781581,852477,,1,0,99,100,13,9,14,8,9,13,8,1,0,73
1785305784082,865454,185,29,0,0,,13,9,14,8,9,13,8,1,0,73
1785305794099,834284,185,29,0,0,,13,9,14,8,9,13,8,1,0,73
1785305812614,865543,185,30,0,0,,13,9,14,8,9,13,8,1,0,73
1785305815116,865548,185,31,0,0,,13,9,14,8,9,13,8,1,0,73
1785305815249,852477,,1,0,99,100,13,9,14,8,9,13,8,1,0,73
1785305816115,865546,185,93,1,0,,13,9,14,8,9,13,8,1,0,73
1785305817116,865545,185,27,0,0,,13,9,14,8,9,13,8,1,0,73
1785305820126,865540,185,26,0,0,,13,9,14,8,9,13,8,1,0,73
1785305820194,852477,,1,0,99,99,13,9,14,8,9,13,8,1,0,73
1785305820625,865574,185,27,0,0,,13,9,14,8,9,13,8,1,0,73
1785305823626,865541,185,30,0,0,,13,9,14,8,9,13,8,1,0,73
1785305826131,865549,185,30,0,0,,13,9,14,8,9,13,8,1,0,73
1785305828132,852477,,1,0,99,99,13,9,14,8,9,13,8,1,0,73
1785305828133,865573,185,31,0,0,,13,9,14,8,9,13,8,1,0,73
1785305829637,865547,185,30,0,0,,13,9,14,8,9,13,8,1,0,73
1785305831143,865571,185,30,0,0,,13,9,14,8,9,13,8,1,0,73
1785305831236,852477,,1,0,99,99,13,9,14,8,9,13,8,1,0,73
1785305834650,865570,185,28,0,0,,13,9,14,8,9,13,8,1,0,73
1785305839149,865575,185,27,0,0,,13,9,14,8,9,13,8,1,0,73
1785305842152,865544,185,28,0,0,,13,9,14,8,9,13,8,1,0,73
1785305944263,865542,185,52,0,0,,13,9,14,8,9,13,8,0,0,73
1785305944355,852477,,1,0,99,99,13,9,14,8,9,13,8,0,0,73
1785305946262,865777,185,31,0,0,,13,9,14,8,9,13,8,1,0,73
1785305958777,865572,185,26,0,0,,13,9,14,8,9,13,8,1,0,73
1785305959277,865776,185,29,0,0,,13,9,14,8,9,13,8,1,0,73
1785305959361,852477,,1,0,99,99,13,9,14,8,9,13,8,1,0,73
1785305962283,865774,185,28,0,0,,13,9,14,8,9,13,8,1,0,73
1785305967788,865773,185,27,0,0,,13,9,14,8,9,13,8,1,0,73
1785305970792,865778,185,27,0,0,,13,9,14,8,9,13,8,1,0,73
1785305971788,865770,185,30,0,0,,13,9,14,8,9,13,8,1,0,73
1785305971877,852477,,1,0,99,99,13,9,14,8,9,13,8,1,0,73
1785305972788,865772,185,30,0,0,,13,9,14,8,9,13,8,1,0,73
1785305973789,865775,185,81,1,0,,13,9,14,8,9,13,8,1,0,73
1785305975291,866610,185,31,0,0,,13,9,14,8,9,13,8,1,0,73
1785305976793,865771,185,28,0,0,,13,9,14,8,9,13,8,1,0,73
1785305978295,866609,185,81,1,0,,13,9,14,8,9,13,8,1,0,73
1785305980798,852477,,1,1,99,99,13,9,14,8,9,13,8,1,0,73
1785305981298,866612,185,26,0,0,,13,9,14,8,9,13,8,1,0,73
1785305982798,852477,,1,0,99,99,13,9,14,8,9,13,8,1,0,73
1785305982798,866611,185,29,0,0,,13,9,14,8,9,13,8,1,0,73
1785305984302,865808,185,28,0,0,,13,9,14,8,9,13,8,1,0,73
1785306760149,838181,185,27,0,0,,14,10,15,8,10,14,8,0,0,73
1785306762654,616231,185,29,0,0,,14,10,15,8,10,14,8,1,0,73
1785306766659,718679,185,29,0,0,,14,10,15,8,10,14,8,1,0,73
1785306786175,868532,185,30,0,0,,14,10,15,8,10,14,8,1,0,73
1785306787176,866688,185,29,0,0,,14,10,15,8,10,14,8,1,0,73
1785306791178,866792,185,27,0,0,,14,10,15,8,10,14,8,1,0,73
1785306791689,866717,185,26,0,0,,14,10,15,8,10,14,8,1,0,73
1785306792178,866687,185,26,0,0,,14,10,15,8,10,14,8,1,0,73
1785306793696,852477,,1,0,99,100,14,10,15,8,10,14,8,1,0,73
1785306793697,866716,185,31,0,0,,14,10,15,8,10,14,8,1,0,73
1785306794689,866718,185,30,0,0,,14,10,15,8,10,14,8,1,0,73
1785306797182,852477,,1,0,99,99,14,10,15,8,10,14,8,1,0,73
1785306799184,852477,,1,0,99,99,14,10,15,8,10,14,8,1,0,73
1785306799184,866683,185,31,0,0,,14,10,15,8,10,14,8,1,0,73
1785306800187,866691,185,27,0,0,,14,10,15,8,10,14,8,1,0,73
1785306800693,866684,185,31,0,0,,14,10,15,8,10,14,8,1,0,73
1785306800785,852477,,1,0,99,99,14,10,15,8,10,14,8,1,0,73
1785306803696,866690,185,27,0,0,,14,10,15,8,10,14,8,1,0,73
1785306803773,852477,,1,0,99,99,14,10,15,8,10,14,8,1,0,73
1785306804693,866686,185,29,0,0,,14,10,15,8,10,14,8,1,0,73
1785306805707,852477,,1,0,99,99,14,10,15,8,10,14,8,1,0,73
1785306806190,866685,185,26,0,0,,14,10,15,8,10,14,8,1,0,73
1785306806282,852477,,1,0,99,99,14,10,15,8,10,14,8,1,0,73
1785306808192,852477,,1,0,98,99,14,10,15,8,10,14,8,1,0,73
1785306808192,872287,185,26,0,0,,14,10,15,8,10,14,8,1,0,73
1785306809701,866793,185,29,0,0,,14,10,15,8,10,14,8,1,0,73
1785306810699,872283,185,30,0,0,,14,10,15,8,10,14,8,1,0,73
1785306812706,872298,185,31,0,0,,14,10,15,8,10,14,8,1,0,73
1785306814704,866689,185,28,0,0,,14,10,15,8,10,14,8,1,0,73
1785306815197,852477,,1,0,99,100,14,10,15,8,10,14,8,1,0,73
1785306816199,872284,185,29,0,0,,14,10,15,8,10,14,8,1,0,73
1785306818706,872285,185,27,0,0,,14,10,15,8,10,14,8,1,0,73
1785306818786,852477,,1,0,99,99,14,10,15,8,10,14,8,1,0,73
1785306824213,872286,185,26,0,0,,14,10,15,8,10,14,8,1,0,73
1785306833727,834215,185,28,0,0,,14,10,15,8,10,14,8,1,0,73
1785306837227,872297,185,30,0,0,,14,10,15,8,10,14,8,1,0,73
1785306843885,872636,185,26,0,0,,14,10,15,8,10,14,8,1,0,73
1785306846885,872634,185,31,0,0,,14,10,15,8,10,14,8,1,0,73
1785306847895,872633,185,84,1,0,,14,10,15,8,10,14,8,1,0,73
1785306849382,872632,185,29,0,0,,14,10,15,8,10,14,8,1,0,73
1785306851904,872628,185,26,0,0,,14,10,15,8,10,14,8,1,0,73
1785306855393,872697,185,29,0,0,,14,10,15,8,10,14,8,1,0,73
1785306855904,872696,185,30,0,0,,14,10,15,8,10,14,8,1,0,73
1785306858397,872635,185,26,0,0,,14,10,15,8,10,14,8,1,0,73
1785306859900,872631,185,31,0,0,,14,10,15,8,10,14,8,1,0,73
1785306871922,852477,,1,0,99,100,14,10,15,8,10,14,8,1,0,73
1785306872923,852477,,3,0,99,99,14,10,15,8,10,14,8,1,0,73
1785306873925,852477,,1,0,99,99,14,10,15,8,10,14,8,1,0,73
1785306878421,852477,,1,0,99,99,14,10,15,8,10,14,8,1,0,73
1785306881423,852477,,1,0,99,99,14,10,15,8,10,14,8,1,0,73
1785306884425,852477,,1,0,98,99,14,10,15,8,10,14,8,1,0,73
1785306884426,852477,,1,0,98,98,14,10,15,8,10,14,8,1,0,73
1785306884426,872758,185,29,0,0,,14,10,15,8,10,14,8,1,0,73
1785306885938,872759,185,28,0,0,,14,10,15,8,10,14,8,1,0,73
1785306888429,872756,185,29,0,0,,14,10,15,8,10,14,8,1,0,73
1785306890432,872629,185,27,0,0,,14,10,15,8,10,14,8,1,0,73
1785306890554,852477,,1,0,99,98,14,10,15,8,10,14,8,1,0,73
1785306891948,872630,185,28,0,0,,14,10,15,8,10,14,8,1,0,73
1785306894436,872761,185,26,0,0,,14,10,15,8,10,14,8,1,0,73
1785306896944,852477,,1,0,99,99,14,10,15,8,10,14,8,1,0,73
1785306897952,873022,185,26,0,0,,14,10,15,8,10,14,8,1,0,73
1785306900446,873021,185,27,0,0,,14,10,15,8,10,14,8,1,0,73
1785306900478,852477,,1,0,99,99,14,10,15,8,10,14,8,1,0,73
1785306903475,873019,185,27,0,0,,14,10,15,8,10,14,8,1,0,73
1785306905081,872755,185,26,0,0,,14,10,15,8,10,14,8,1,0,73
1785306909194,852477,,1,0,99,99,14,10,15,8,10,14,8,1,0,73
1785306909194,872760,185,26,0,0,,14,10,15,8,10,14,8,1,0,73
1785306911639,852477,,1,0,99,99,14,10,15,8,10,14,8,1,0,73
1785306911639,852477,,1,0,99,99,14,10,15,8,10,14,8,1,0,73
1785306912148,873100,185,29,0,0,,14,10,15,8,10,14,8,1,0,73
1785306912750,852477,,1,0,99,99,14,10,15,8,10,14,8,1,0,73
1785306913644,873099,185,28,0,0,,14,10,15,8,10,14,8,1,0,73
1785306914644,872627,185,29,0,0,,14,10,15,8,10,14,8,1,0,73
1785306916643,873024,185,28,0,0,,14,10,15,8,10,14,8,1,0,73
1785306917646,873102,185,27,0,0,,14,10,15,8,10,14,8,1,0,73
1785306919162,852477,,1,0,99,100,15,10,16,9,10,15,9,1,0,73
1785306919162,873104,185,31,0,0,,15,10,16,9,10,15,9,1,0,73
1785306921653,873103,185,26,0,0,,15,10,16,9,10,15,9,1,0,73
1785306922654,873101,185,29,0,0,,15,10,16,9,10,15,9,1,0,73
1785306931227,873023,185,30,0,0,,15,10,16,9,10,15,9,1,0,73
1785306935178,873020,185,31,0,0,,15,10,16,9,10,15,9,1,0,73
1785306942190,872757,185,27,0,0,,15,10,16,9,10,15,9,1,0,73
